,acc,loss
0,0.569524992754062,2.835720499356588
1,0.6104860454797745,1.7134411096572877
2,0.6134893278280894,1.6517491777737936
3,0.6132692952950796,1.5015809575716654
4,0.60824340681235,1.5105651398499806
5,0.6123217811187108,1.4978356222311655
6,0.6145628308256467,1.4597933828830718
7,0.6164441446463267,1.4463456869125366
8,0.6103816236058871,1.4669567267100017
9,0.6146938552459081,1.438035992781321
10,0.6188866207997005,1.4356901129086812
11,0.6060908039410909,1.4200851658980052
12,0.6175105730692546,1.4143236686786016
13,0.6176702896753947,1.4113395790259042
14,0.5932501749445994,1.3967414110898972
15,0.6114584818482399,1.3980495949586234
16,0.6179930150508881,1.3708211541175843
17,0.6110493451356888,1.3705179393291473
18,0.6188553392887115,1.346763511498769
19,0.6079482520620029,1.3895072400569917
20,0.6108602414528529,1.3664796630541483
21,0.6199655165274938,1.3474460383256277
22,0.611931658287843,1.3561825335025788
23,0.6309322108825047,1.3489639004071554
24,0.6162752831975619,1.4046644588311514
25,0.6167979935805002,1.3615484495957693
26,0.6163159678379695,1.353358127673467
27,0.6058924327294032,1.3800173024336497
28,0.6147950753569603,1.3520549555619559
29,0.618769629796346,1.3375705897808075
30,0.6137420137723287,1.339497164885203
31,0.6106781005859375,1.344325973590215
32,0.6173832734425863,1.3376721024513245
33,0.6219949295123418,1.3352059463659922
34,0.6172700017690659,1.3457576294740041
35,0.6109853650132815,1.336755919456482
36,0.6197108382980029,1.325704175233841
37,0.6164846271276474,1.352683711051941
38,0.6176955689986546,1.3222810248533885
39,0.6169927467902502,1.339439062277476
40,0.5948763996362686,1.365976909796397
41,0.6167936662832896,1.332440302769343
42,0.6180641690889994,1.3350072105725606
43,0.6223453268408775,1.3131669491529465
44,0.6226347873608271,1.3117912967999776
45,0.6208179742097855,1.3167831202348073
46,0.6197149137655894,1.3732341726620991
47,0.6198024953405062,1.327000766992569
48,0.6165098071098327,1.3178638339042663
49,0.6340453118085861,1.3145002961158752
50,0.6218043506145478,1.2978562891483307
51,0.6315870195627212,1.3247529049714406
52,0.6250823537508646,1.3149043480555216
53,0.6325430830319723,1.3041637003421784
54,0.6151589999596278,1.367088931798935
55,0.6189648941159248,1.312695308526357
56,0.624033052722613,1.3025518914063772
57,0.6197180733084678,1.307661869128545
58,0.6182945797840754,1.2972238779067993
59,0.6194527626037598,1.267067485054334
60,0.6232077608505885,1.2816746930281322
61,0.6222175111373266,1.2868158638477325
62,0.6201153039932251,1.2832899332046508
63,0.6134315470854441,1.2609547466039657
64,0.62149119079113,1.275962722301483
65,0.609322051393489,1.2882884323596955
66,0.6126103222370147,1.2744799852371216
67,0.6306890870134035,1.2701451738675436
68,0.6230347702900568,1.2741864462693533
69,0.6284124314785003,1.2829945047696432
70,0.6237886026501656,1.2601461688677469
71,0.636967212955157,1.2641397794087728
72,0.6201968366901079,1.2899736185868582
73,0.6276965816815694,1.2655869205792745
74,0.6264894088109334,1.2830527663230895
75,0.6316074103116989,1.262697410583496
76,0.6364150017499923,1.2552744110425313
77,0.6408688376347224,1.2580585817495982
78,0.6208731099963188,1.275793162981669
79,0.6433215856552124,1.2444119642178217
80,0.6238613913456599,1.2800433297952016
81,0.621250198284785,1.243972470362981
82,0.6381696576873461,1.2417292594909668
83,0.6399874349435171,1.2431124687194823
84,0.6323318461577098,1.2505669514338176
85,0.6419737716515859,1.2541254421075185
86,0.6343861892819405,1.2372417509555818
87,0.6428415427605311,1.2227630903323492
88,0.6300733412305514,1.2665156185626985
89,0.6364892065525055,1.250392891963323
90,0.6534289022286733,1.2177873849868774
91,0.6362458338340123,1.272458291053772
92,0.6284444600343704,1.2413578242063523
93,0.6508200079202652,1.226240183909734
94,0.6555747956037521,1.2076678852240244
95,0.6469771295785904,1.2211801032225291
96,0.6418844630320867,1.290287435054779
97,0.6596332311630249,1.1995809505383173
98,0.6484429329633713,1.212433216969172
99,0.6468175709247589,1.2368918339411417
