epoch,acc,loss,lr,val_acc,val_loss
0,0.42307074028148983,1.689915338075687,1e-04,0.551876791592302,1.3041619197947198
1,0.5167477883790669,1.4774036059368467,1e-04,0.6400133330246498,1.1300828420910343
2,0.5757958554385001,1.251029927875814,1e-04,0.5611062214292329,1.2299670801851257
3,0.6021768084743566,1.1777278163976836,1e-04,0.5974939609396046,1.0248120450254143
4,0.6195030588852731,1.1155709277291113,1e-04,0.6901668680125269,0.8678849692103164
5,0.6068348926410341,1.0955273941151078,1e-04,0.7081278439225822,0.8006238634216374
6,0.6362871705440053,1.0016893616646707,1e-04,0.6712460682309908,0.8941996788670277
7,0.6373750285098427,0.9501315744158714,1e-04,0.7210616407723263,0.7189790732387839
8,0.661733393083539,0.8963182161025001,1e-04,0.721667322619208,0.6767131413236774
9,0.6532411533489562,0.8996079346785942,1e-04,0.7918229925221411,0.6142088018100837
10,0.6801647847158867,0.8411802196652596,1e-04,0.7409470656822468,0.6458096710386975
11,0.691855978547481,0.8157182370558618,1e-04,0.7331592296731884,0.6155387286482186
12,0.6995992409555536,0.7796385010108025,1e-04,0.7711902486866918,0.5908601563102727
13,0.7117717475221869,0.7518739077255432,1e-04,0.7868842749760069,0.61552733958474
14,0.7277810155299672,0.7272224417340527,1e-04,0.7933922471671269,0.5627266439320199
15,0.7365066084945411,0.7056632091466383,1e-04,0.7895979388006802,0.5380651979739296
16,0.7427986086460582,0.6864583497229257,1e-04,0.7952825612035291,0.5558455043697151
17,0.754556982140792,0.6671185766167024,1e-04,0.77230795498552,0.6002599153475001
18,0.7544510071737724,0.6455575364770515,1e-04,0.7908784932103651,0.5669879293518847
19,0.7657665035180878,0.6410983109309567,1e-04,0.7415037155151367,0.5556713192691577
20,0.7823020198888946,0.5911980807817472,1e-04,0.8227071104378536,0.47289300552601443
21,0.7768601367348119,0.5850942893400012,1e-04,0.8016080198616817,0.47302951124207726
22,0.784759333259181,0.5714178126955838,1e-04,0.7872179952161066,0.5717495304436006
23,0.7878662117740565,0.574729494091834,1e-04,0.7951675941204203,0.5413193329526432
24,0.802628571527046,0.5351010900396208,1e-04,0.8077902629457671,0.5235929820879266
25,0.8080721863529139,0.5228016478134107,1e-04,0.8331317243904903,0.468458566814661
26,0.8153072700165865,0.5010276866465063,1e-04,0.8650927708066743,0.3633624477761573
27,0.8022864450488174,0.5354200205117211,1e-04,0.8030252456665039,0.49153063369208366
28,0.819781407975314,0.49643078211336517,1e-04,0.8327363112877155,0.445773814804852
29,0.8256304849658096,0.4820468163632445,1e-04,0.7970994094322468,0.5509192089646541
30,0.8132776586632979,0.516903267298818,1e-04,0.8125303202661974,0.4971132956702134
31,0.8314531518701922,0.45360573733009996,1e-04,0.8410486024001549,0.4157820532564074
32,0.837025709319533,0.44203921108559724,1e-04,0.8360085651792329,0.4471342581051305
33,0.8309124938228674,0.4696546335741132,1e-04,0.8213064588349441,0.4778839288086727
34,0.8399152170147812,0.44488768071306894,1e-04,0.8189224374705347,0.4930076315228281
35,0.8746352488534492,0.35059922552216194,5e-05,0.8211035892881197,0.5629171348851303
36,0.8775726661347506,0.3418500389819025,5e-05,0.8458235839317585,0.5005446286101279
37,0.8791533520347193,0.33862871141619716,5e-05,0.8665241372996363,0.35320754155239636
38,0.8907902784514845,0.3041215030844206,5e-05,0.8503054257096916,0.42909715991820496
39,0.8832812392920778,0.32633515976142424,5e-05,0.8421245443409887,0.44601326411317005
40,0.8837140317548785,0.3278032127575563,5e-05,0.8308252794989224,0.48884617576198974
41,0.8946170890540407,0.29082055311383764,2.5e-05,0.8713090173129378,0.3773163514902237
42,0.9070391320345694,0.2566875117003324,2.5e-05,0.8706903457641602,0.391600155187289
43,0.8999563100045187,0.27818342571921867,2.5e-05,0.8733861528593918,0.3498588168826998
44,0.9045320310090718,0.2672803160125125,2.5e-05,0.8628920193376213,0.3907413601951577
45,0.9114640721103602,0.2483909242094166,1.25e-05,0.886819181771114,0.3073046319457654
46,0.9136670179534376,0.24120517353290588,1.25e-05,0.8800588805100014,0.35567427808740015
47,0.9167810197462115,0.23202284616347338,1.25e-05,0.8693398442761652,0.4322705742083129
48,0.9202271469852381,0.22326280098975093,1.25e-05,0.895062019085062,0.2980348166802914
49,0.9152095150529292,0.23368896167783915,1.25e-05,0.8649671488794787,0.4019104604677554
50,0.9215796746705708,0.2172007918176078,1.25e-05,0.8760484826975855,0.4061542061445552
51,0.9231897111524615,0.2142427986737267,1.25e-05,0.872230496899835,0.37619764816441476
52,0.9271548923693205,0.20381074847813452,1.25e-05,0.8524331717655577,0.5078184636332825
53,0.925367606313605,0.21077902657837336,1.25e-05,0.8733531359968514,0.4345782769303006
54,0.9232106878046404,0.21024394619124856,1.25e-05,0.8722547662669214,0.39451312890641616
55,0.9217614583801805,0.21755337923490228,1e-05,0.867712349727236,0.41043598455043734
