epoch,acc,loss,lr,val_acc,val_loss
0,0.6374479247913318,1.1407312984115707,1e-04,0.6362957830014436,1.0668553160260552
1,0.6839313590552666,0.9498030092879005,1e-04,0.7003679358440896,0.9448356992524604
2,0.6946241182623598,0.8767070669591166,1e-04,0.6739303588867187,0.9017618585377931
3,0.7021386294709253,0.8337865421605547,1e-04,0.69490966796875,0.8074154635486396
4,0.729460927015843,0.7367816196142694,1e-04,0.7207422007685123,0.7326432513154071
5,0.7451437443038306,0.6792906475637038,1e-04,0.7217127924380096,0.7278374480974416
6,0.7649174446089263,0.621559887411454,1e-04,0.779535376507303,0.6199091022186305
7,0.7815890197420016,0.5618970948825509,1e-04,0.8026865751846977,0.5595530543638312
8,0.7822193462947787,0.5691522205609184,1e-04,0.7921659054963485,0.5766792319634039
9,0.7985099859258539,0.5169860792825334,1e-04,0.7724661453910496,0.6050795592408141
10,0.8082974181394348,0.5051505756454583,1e-04,0.7992835998535156,0.5541487741891457
11,0.8149182968640484,0.48795012371155155,1e-04,0.8266836083453635,0.4818625443817481
12,0.8261615160518454,0.45013065815506365,1e-04,0.8188904803732168,0.484645799683083
13,0.8344425643820731,0.42738949854173486,1e-04,0.8051864955736243,0.4907281751035834
14,0.8370209241069902,0.42032749271375014,1e-04,0.824920886495839,0.45667354781990466
15,0.8466458018029545,0.398165144803979,1e-04,0.8431469461192256,0.4337161508064879
16,0.8484914015888907,0.39073238042671044,1e-04,0.8678811778192935,0.39222565628183276
17,0.8589210510253906,0.3738234878778125,1e-04,0.8577798262886379,0.3947236062073068
18,0.8616580128408887,0.3707537854837544,1e-04,0.8551530589228091,0.3909324796880474
19,0.8698468823923324,0.347546012422933,1e-04,0.8727806754734205,0.38621837572123774
20,0.8723247786841194,0.3470343838933857,1e-04,0.8472119206967561,0.44503997608047463
21,0.8736295553996214,0.34058176455806577,1e-04,0.8625339673913044,0.4403134419820676
22,0.8837591584453959,0.3166063856504965,1e-04,0.8671376435653023,0.34565009165595734
23,0.8963910025632095,0.2971490321409878,1e-04,0.8833156751549762,0.3444369544214367
24,0.9006415185573586,0.2793943182206346,1e-04,0.8602279663085938,0.37643204167707944
25,0.9040297877605947,0.27066415831929314,1e-04,0.895845131252123,0.2971246375838983
26,0.9059241647532523,0.26944869734147914,1e-04,0.8891076129415761,0.33308944354319703
27,0.9089004633463186,0.2594571354251222,1e-04,0.8965660758640455,0.32043828263134777
28,0.912880344516078,0.2471985134988179,1e-04,0.8958964472231657,0.28904621286289867
29,0.9039981224343865,0.2699115355748095,1e-04,0.8872743026069972,0.3505096033681184
30,0.9193188940670088,0.23008678158382423,1e-04,0.9014547265094259,0.277496799539886
31,0.9247306180991542,0.21084932542110216,1e-04,0.9033927585767663,0.2897515773752947
32,0.9255962079672114,0.2161565648475377,1e-04,0.8784151160198709,0.3857167486344343
33,0.9201490456478861,0.2264684128512425,1e-04,0.8912393321161685,0.3253986542467433
34,0.9431143787809744,0.15821781909844962,5e-05,0.9154968925144361,0.24911856422853737
35,0.9438509075072975,0.15598589353519485,5e-05,0.921414682139521,0.23081303453579058
36,0.9463942963915267,0.15207146985246475,5e-05,0.920322550898013,0.23664487129856793
37,0.9500095776447322,0.14117704937873357,5e-05,0.9240088421365489,0.21804474526295015
38,0.9507045119805201,0.13663034705509236,5e-05,0.9229445415994395,0.21948181058599048
39,0.9540713245550444,0.13058653331643325,5e-05,0.919530785602072,0.23965751747894937
40,0.9546372019227276,0.12878262700506685,5e-05,0.9233616041100543,0.23688523232134606
41,0.9557297328890544,0.1248405553899628,5e-05,0.9257442971934443,0.23070775938040639
42,0.9565319253266249,0.12303693295288884,5e-05,0.9288839920707371,0.2339489750895629
43,0.9580344193873833,0.11996549363756014,5e-05,0.9251572650411855,0.2194574059774269
44,0.9596207658362859,0.1147382838472075,5e-05,0.9248318547787874,0.23413722966740708
45,0.9603435967109396,0.11153469369085699,5e-05,0.9321803217348845,0.20698997698451896
46,0.9614547754533964,0.11313973500982763,5e-05,0.9299044733462126,0.224888571750236
47,0.9587733229088313,0.11787594531296369,5e-05,0.9326385166334069,0.20364614009177667
48,0.9690867826766467,0.08699416054785643,2.5e-05,0.9344866545304008,0.2030726377147126
49,0.9702447018946808,0.08373243012287021,2.5e-05,0.9353476482888926,0.2185194400211596
50,0.9691420164880398,0.08701463713001706,2.5e-05,0.9348670296047045,0.20276907578644687
51,0.9717703888139787,0.08170874315333722,2.5e-05,0.9352574555770211,0.22204000554433467
52,0.9735929042557397,0.07531948396570112,2.5e-05,0.9366434511931047,0.22331040810863867
53,0.9720699677582121,0.07890602063115906,2.5e-05,0.9327510667883832,0.22968065900128315
54,0.9734394524238302,0.07434809127660019,2.5e-05,0.9370482403299083,0.21926344130814593
55,0.9754096893043435,0.07041824670440365,2.5e-05,0.9351296798042629,0.23940037502565562
56,0.9742887609636236,0.07237361945551529,2.5e-05,0.9366324383279552,0.2265073226251685
57,0.9766288774018737,0.06539731769071971,2.5e-05,0.9387522158415421,0.229204148730265
58,0.9766690861474503,0.0652097940701802,2.5e-05,0.9396347377611243,0.20940502726881158
59,0.9759194063149083,0.06767794069532483,2.5e-05,0.9396500960640285,0.21457360884512877
60,0.9772100594685427,0.0666357234095351,2.5e-05,0.9393489671790082,0.2177197083748267
